Variant,ssim_mean,ssim_std,ssim_ci95_low,ssim_ci95_high,psnr_mean,psnr_std,psnr_ci95_low,psnr_ci95_high,seg_dice_mean,seg_dice_std,seg_dice_ci95_low,seg_dice_ci95_high,seg_iou_mean,seg_iou_std,seg_iou_ci95_low,seg_iou_ci95_high,seg_method,recon_dice_mean,recon_dice_std,recon_dice_ci95_low,recon_dice_ci95_high,recon_hausdorff_mean,recon_hausdorff_std,recon_hausdorff_ci95_low,recon_hausdorff_ci95_high,recon_chamfer_mean,recon_chamfer_std,recon_chamfer_ci95_low,recon_chamfer_ci95_high,recon_error_px_mean,recon_error_px_std,recon_error_px_ci95_low,recon_error_px_ci95_high,watertight_count,watertight_rate,cup_radius_mm_mean,cup_radius_mm_std,cup_radius_mm_ci95_low,cup_radius_mm_ci95_high,stem_length_mm_mean,stem_length_mm_std,stem_length_mm_ci95_low,stem_length_mm_ci95_high,n_cases,fid,kid,generator_checkpoint,segmentation_mode,optimize_reprojection,pairs_csv,evaluation_split,run_downstream
with_reprojection,0.5982734729008825,0.06782035994331084,0.5840709479151873,0.6124759978865777,12.120519735542553,1.2303528654425817,11.86286676337791,12.378172707707195,0.051398909947291474,0.09882225224321205,0.030704158285695178,0.07209366160888778,0.029388889615522117,0.059559521107575515,0.016916298974991143,0.04186148025605309,"{'classical_fallback': 45, 'mlp_low_confidence': 14, 'mlp': 30, 'unet': 2}",0.2307314131995389,0.2614137380707195,0.1740111404520641,0.28745168594701376,247.89650858250494,118.63226254072234,221.6697318827245,274.12328528228534,92.87318825327482,102.3804722348577,70.23929654274643,115.5070799638032,98.7739264415045,97.04221849128605,77.32019589372356,120.22765698928544,0,0.0,26.543625288575402,18.674254137582107,22.21813625461018,30.869114322540625,61.40462357133721,121.99230387264647,34.435021506625745,88.37422563604868,91,418.0260642457009,0.4245089590549469,/Users/adityadahiya/Desktop/HWUD CW/Dissertation/models/pix2pix/d1_ssim_l20/best_model.pt,combined,True,/Users/adityadahiya/Desktop/HWUD CW/Dissertation/metadata/pairing_table.csv,test,True
without_reprojection,0.5982734729008825,0.06782035994331084,0.5840709479151873,0.6124759978865777,12.120519735542553,1.2303528654425817,11.86286676337791,12.378172707707195,0.051398909947291474,0.09882225224321205,0.030704158285695178,0.07209366160888778,0.029388889615522117,0.059559521107575515,0.016916298974991143,0.04186148025605309,"{'classical_fallback': 45, 'mlp_low_confidence': 14, 'mlp': 30, 'unet': 2}",0.3556146314803708,0.2802379620827779,0.29480997078869897,0.41641929217204265,131.4172548597806,70.74527094027977,116.06729240967734,146.76721730988385,18.339513071540722,20.976526490246922,13.788129075418968,22.890897067662475,34.75808024565587,23.02684747690668,29.761827642239453,39.754332849072284,0,0.0,26.543625288575402,18.674254137582107,22.21813625461018,30.869114322540625,61.40462357133721,121.99230387264647,34.435021506625745,88.37422563604868,91,418.0260642457009,0.4245089590549469,/Users/adityadahiya/Desktop/HWUD CW/Dissertation/models/pix2pix/d1_ssim_l20/best_model.pt,combined,False,/Users/adityadahiya/Desktop/HWUD CW/Dissertation/metadata/pairing_table.csv,test,True
