Variant,ssim_mean,ssim_std,ssim_ci95_low,ssim_ci95_high,psnr_mean,psnr_std,psnr_ci95_low,psnr_ci95_high,seg_dice_mean,seg_dice_std,seg_dice_ci95_low,seg_dice_ci95_high,seg_iou_mean,seg_iou_std,seg_iou_ci95_low,seg_iou_ci95_high,seg_method,recon_dice_mean,recon_dice_std,recon_dice_ci95_low,recon_dice_ci95_high,recon_hausdorff_mean,recon_hausdorff_std,recon_hausdorff_ci95_low,recon_hausdorff_ci95_high,recon_chamfer_mean,recon_chamfer_std,recon_chamfer_ci95_low,recon_chamfer_ci95_high,recon_error_px_mean,recon_error_px_std,recon_error_px_ci95_low,recon_error_px_ci95_high,watertight_count,watertight_rate,cup_radius_mm_mean,cup_radius_mm_std,cup_radius_mm_ci95_low,cup_radius_mm_ci95_high,stem_length_mm_mean,stem_length_mm_std,stem_length_mm_ci95_low,stem_length_mm_ci95_high,n_cases,fid,kid,generator_checkpoint,segmentation_mode,optimize_reprojection,pairs_csv,evaluation_split,run_downstream
classical,0.5982734729008825,0.06782035994331084,0.5840709479151873,0.6124759978865777,12.120519735542553,1.2303528654425817,11.86286676337791,12.378172707707195,0.0678218910779772,0.09941649061438262,0.047002697651090025,0.08864108450486438,0.038170829038908394,0.05985306275939448,0.025636766700972893,0.05070489137684389,{'classical': 91},0.3942960333464657,0.23296274232720687,0.3455104006632443,0.44308166602968707,203.3937564063966,105.57362817487387,181.15791053425838,225.6296022785348,36.444767197752846,39.58741633174064,28.106892453402153,44.78264194210354,56.140201767723234,39.12603069161738,47.899503753572674,64.3808997818738,0,0.0,40.79417940103622,11.39691359953852,38.40750745926898,43.18085134280346,144.15944255431808,171.93597804172217,107.52092149564254,180.7979636129936,91,418.0260642457009,0.4245089590549469,/Users/adityadahiya/Desktop/HWUD CW/Dissertation/models/pix2pix/d1_ssim_l20/best_model.pt,classical,True,/Users/adityadahiya/Desktop/HWUD CW/Dissertation/metadata/pairing_table.csv,test,True
combined,0.5982734729008825,0.06782035994331084,0.5840709479151873,0.6124759978865777,12.120519735542553,1.2303528654425817,11.86286676337791,12.378172707707195,0.051398909947291474,0.09882225224321205,0.030704158285695178,0.07209366160888778,0.029388889615522117,0.059559521107575515,0.016916298974991143,0.04186148025605309,"{'classical_fallback': 45, 'mlp_low_confidence': 14, 'mlp': 30, 'unet': 2}",0.2307314131995389,0.2614137380707195,0.1740111404520641,0.28745168594701376,247.89650858250494,118.63226254072234,221.6697318827245,274.12328528228534,92.87318825327482,102.3804722348577,70.23929654274643,115.5070799638032,98.7739264415045,97.04221849128605,77.32019589372356,120.22765698928544,0,0.0,26.543625288575402,18.674254137582107,22.21813625461018,30.869114322540625,61.40462357133721,121.99230387264647,34.435021506625745,88.37422563604868,91,418.0260642457009,0.4245089590549469,/Users/adityadahiya/Desktop/HWUD CW/Dissertation/models/pix2pix/d1_ssim_l20/best_model.pt,combined,True,/Users/adityadahiya/Desktop/HWUD CW/Dissertation/metadata/pairing_table.csv,test,True
